客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K299730","F","F","F","F","T","T","T","F","F","F","F","T"
"K301620","F","T","F","F","T","T","T","F","F","F","F","T"
"K301910","F","F","F","F","T","T","T","F","F","F","F","T"
"K302360","F","F","F","F","T","T","T","F","F","F","F","T"
"K303300","F","F","T","F","T","T","T","F","F","F","F","T"
"K304370","F","F","F","F","T","T","T","F","F","F","F","T"
"K306010","F","F","F","F","T","T","T","F","F","F","F","T"
"K307870","F","F","F","F","T","T","T","T","T","F","F","T"
"K308050","F","F","F","F","T","T","T","F","T","F","F","T"
"K308250","F","F","F","F","T","T","T","F","F","F","F","T"
"K312430","F","F","F","F","F","T","T","T","T","F","F","T"
"K313820","F","F","F","F","T","T","T","F","T","F","F","T"
"K314420","F","F","T","F","T","T","T","F","F","F","F","T"
"K314860","F","F","F","T","T","T","T","F","F","F","F","T"
"K315290","F","F","F","F","T","F","T","F","F","F","F","T"
"K319080","F","F","F","F","T","T","T","F","F","F","F","T"
"K319420","F","F","F","F","T","T","T","F","T","F","F","T"
"K319710","F","F","F","F","T","F","F","F","F","F","F","T"
"K321290","F","F","T","F","T","T","T","F","F","F","F","T"
"K322750","F","F","F","F","T","T","T","F","F","F","F","T"
"K323600","F","F","F","F","T","T","T","F","F","F","F","T"
"K323670","F","T","F","F","T","T","T","F","F","F","F","T"
"K324680","F","F","F","T","T","T","T","F","F","F","F","T"
"K325290","F","F","F","F","T","T","T","F","F","F","F","T"
"K328500","F","F","F","F","T","T","T","F","F","F","F","T"
"K330060","F","F","F","F","T","T","T","F","F","F","F","T"
"K330340","F","F","F","F","T","T","T","F","F","F","F","T"
"K330540","F","F","F","F","F","T","T","F","F","F","F","T"
"K330710","F","F","F","F","T","T","T","F","F","F","F","T"
"K332060","F","F","F","F","T","T","T","F","F","F","F","T"
"K333110","F","F","F","F","T","T","T","F","F","F","F","T"
"K333420","F","F","F","F","T","T","T","F","F","F","F","T"
"K334070","F","F","F","F","T","F","T","F","F","F","F","T"
"K334980","F","F","F","F","T","T","T","F","F","F","F","T"
"K335170","F","F","F","F","T","T","T","F","F","F","F","T"
"K336110","F","F","F","F","T","T","T","F","T","F","F","T"
"K100260","F","F","F","F","F","F","F","T","T","F","F","T"
"K100880","F","F","F","F","F","T","T","F","F","F","F","T"
"K101690","F","F","F","F","F","F","F","F","F","F","F","T"
"K102100","F","F","F","F","F","F","F","T","T","F","F","T"
"K211620","F","F","F","F","F","F","F","F","F","F","F","T"
"K211880","F","F","F","F","F","T","T","F","F","F","F","T"
"K212100","F","F","F","F","T","T","F","F","F","F","F","T"
"K213580","F","T","F","F","F","F","F","F","T","F","F","T"
"K232930","F","F","F","T","F","F","F","F","F","F","F","T"
"K236210","F","F","F","T","F","F","F","F","F","F","F","T"
"K236540","F","F","F","F","F","F","F","F","F","F","F","T"
"K237500","F","F","F","F","F","F","F","F","F","F","F","T"
"K237860","F","T","T","T","F","F","F","F","F","F","F","T"
"K238060","F","F","F","F","F","F","F","T","F","F","F","T"
"K239900","F","T","T","F","F","F","F","F","F","F","F","T"
"K240280","F","T","F","F","F","T","F","F","F","F","F","T"
"K240560","F","F","F","F","F","F","F","F","F","F","F","T"
"K242210","F","F","F","F","F","T","T","F","F","F","F","T"
"K242530","F","F","F","F","T","T","F","F","F","F","F","T"
"K242940","F","F","F","F","T","T","F","F","F","F","F","T"
"K243890","F","F","F","F","F","F","F","F","F","F","F","T"
"K245010","F","F","F","F","F","F","F","F","F","F","F","T"
"K245740","F","F","F","F","F","F","F","F","T","F","F","T"
"K246640","F","F","F","F","F","F","F","F","F","F","F","T"
"K247460","F","T","T","T","F","F","F","F","F","F","F","T"
"K249500","F","F","T","T","F","F","T","F","F","F","F","T"
"K249770","F","F","F","F","F","F","F","T","T","F","F","T"
"K250520","F","F","F","F","T","F","T","F","F","F","F","T"
"K250920","F","F","F","F","F","F","F","F","F","F","F","T"
"K251540","F","F","F","F","F","F","F","T","F","F","F","T"
"K251780","F","F","F","F","F","F","F","T","T","F","F","T"
"K252400","F","F","F","F","F","F","F","F","F","F","F","T"
"K252940","F","F","F","F","F","T","T","F","F","F","F","T"
"K253170","F","F","F","F","F","F","F","F","F","F","F","T"
"K376660","F","F","F","T","F","F","F","F","F","F","F","T"
"K377200","F","F","F","F","F","T","T","F","F","F","F","T"
"K377680","F","F","F","F","F","F","F","F","F","F","F","T"
"K379060","F","T","F","T","F","F","F","F","F","F","F","T"
"K379250","F","F","F","T","F","F","F","F","F","F","F","T"
"K379840","F","F","F","F","F","F","F","F","F","F","F","T"
"K380460","F","F","F","F","F","F","F","F","F","F","F","T"
"K381480","F","F","F","F","F","F","F","F","F","F","F","T"
"K381900","F","F","F","F","F","F","F","F","F","F","F","T"
"K382010","F","F","F","F","F","F","F","F","F","F","F","T"
"K382740","F","F","F","F","F","F","F","F","F","F","F","T"
"K383150","F","F","F","F","F","F","F","F","F","F","F","T"
"K263250","F","T","F","T","F","F","F","F","F","F","F","T"
"K384320","F","F","F","F","F","F","F","F","F","F","F","T"
"K384590","F","F","F","F","F","T","T","F","F","F","F","T"
"K385480","F","F","F","F","F","T","T","F","F","F","F","T"
"K385780","F","F","T","F","F","T","F","F","F","F","F","T"
"K386860","F","F","F","F","F","F","F","F","F","F","F","T"
"K387120","F","F","F","F","T","F","F","F","F","F","F","T"
"K387440","F","F","F","F","F","F","T","F","F","F","F","T"
"K388230","F","F","F","F","F","F","F","F","F","F","F","T"
"K388490","F","F","F","F","F","F","F","F","F","F","F","T"
"K389990","F","F","F","F","F","F","F","F","F","F","F","T"
"K390240","F","F","F","F","F","F","F","F","F","F","F","T"
"K390670","F","T","F","F","F","F","F","F","F","F","F","T"
"K391220","F","F","F","F","F","F","F","F","F","F","F","T"
"K391680","F","F","F","F","F","F","F","T","F","F","F","T"
"K391900","F","F","F","F","F","F","F","F","F","F","F","T"
"K392100","F","F","F","F","F","F","F","F","F","F","F","T"
"K393250","F","F","F","F","F","F","F","F","F","F","F","T"
"K393800","F","F","F","F","F","F","F","T","T","F","F","T"
"K395010","F","F","F","F","F","F","F","F","F","F","F","T"
"K223740","F","F","F","F","F","F","F","T","T","F","F","T"
"K264200","F","T","T","T","F","F","F","F","F","F","F","T"
"K264420","F","F","F","F","F","F","F","F","F","F","F","T"
"K224670","F","F","F","F","T","T","T","F","F","F","F","T"
"K266270","F","F","F","F","F","T","F","T","T","F","F","T"
"K225380","F","T","F","F","T","T","F","F","T","F","F","T"
"K268590","F","F","F","F","F","T","T","T","F","F","F","T"
"K269030","F","F","F","F","T","T","T","F","F","F","F","T"
"K226470","F","T","F","F","F","F","F","F","F","F","F","T"
"K271190","F","F","F","F","T","T","T","F","F","F","F","T"
"K271230","F","F","F","F","T","T","T","F","F","F","F","T"
"K227880","F","F","F","F","F","F","F","F","F","F","F","T"
"K272360","F","F","F","F","F","T","T","F","F","F","F","T"
"K273900","F","F","F","F","F","F","F","F","F","F","F","T"
"K275320","F","F","F","F","F","F","F","F","F","F","F","T"
"K275480","F","F","F","F","F","F","F","F","F","F","F","T"
"K276970","F","F","F","F","F","F","F","F","F","F","F","T"
"K277580","F","T","T","T","T","T","F","F","F","F","F","T"
"K277640","F","F","F","F","F","F","F","F","F","F","F","T"
"K279030","F","F","F","F","F","F","F","F","F","F","F","T"
"K280000","F","F","F","T","F","F","F","F","F","F","F","T"
"K280350","F","F","F","F","F","F","F","F","T","F","F","T"
"K282690","F","F","F","F","T","T","T","F","F","F","F","T"
"K282780","F","F","F","F","T","T","T","F","F","F","F","T"
"K283500","F","F","F","F","T","T","T","F","F","F","F","T"
"K284190","F","F","F","F","T","T","T","F","F","F","F","T"
"K284810","F","T","T","F","T","T","T","T","F","F","F","T"
"K287960","F","F","F","F","T","T","T","F","F","F","F","T"
"K288930","F","F","F","F","T","T","T","F","T","F","F","T"
"K289090","F","F","F","F","T","T","T","F","F","F","F","T"
"K289720","F","F","F","F","T","T","T","F","F","F","F","T"
"K289990","F","F","F","F","T","T","T","F","T","F","F","T"
"K291880","F","F","F","F","F","T","T","F","F","F","F","T"
"K293420","F","F","F","F","T","F","T","F","F","F","F","T"
"K294020","F","F","F","T","T","T","T","T","F","F","F","T"
"K294060","F","F","F","F","T","T","T","F","F","F","F","T"
"K296340","F","F","F","F","T","T","T","F","F","F","F","T"
"K296500","F","F","F","F","T","T","T","F","F","F","F","T"
"K296740","F","F","F","F","T","T","T","F","F","F","F","T"
"K297180","F","F","F","F","T","T","T","F","F","F","F","T"
"K298420","F","F","F","F","T","T","T","F","F","F","F","T"
"K299260","F","F","F","T","T","T","T","F","T","F","F","T"
"K255890","F","T","F","F","F","F","T","F","F","F","F","T"
"K301980","F","F","F","F","T","T","T","F","F","F","F","T"
"K302340","F","F","F","F","T","T","T","F","F","F","F","T"
"K256290","F","F","F","F","F","F","F","F","F","F","F","T"
"K303360","F","F","F","F","T","T","T","F","F","F","F","T"
"K303750","F","F","F","F","T","T","T","F","F","F","F","T"
"K220360","F","F","F","F","T","T","T","F","F","F","F","T"
"K305170","F","F","F","F","T","T","T","F","F","F","F","T"
"K305420","F","T","F","T","T","T","T","F","F","F","F","T"
"K306360","F","F","F","F","T","T","T","F","F","F","F","T"
"K307400","F","F","F","F","T","T","T","F","F","F","F","T"
"K309090","F","T","T","F","F","T","T","F","F","F","F","T"
"K311230","F","F","T","F","T","T","T","F","F","F","F","T"
"K311430","F","F","F","F","F","T","T","F","T","F","F","T"
"K257560","F","F","F","F","F","F","F","T","F","F","F","T"
"K312040","F","F","F","F","F","T","T","F","F","F","F","T"
"K312220","F","F","F","F","T","F","T","F","F","F","F","T"
"K313390","F","T","T","T","F","T","T","F","F","F","F","T"
"K314730","F","F","F","F","T","T","T","T","T","F","F","T"
"K316540","F","F","F","F","T","T","T","T","T","F","F","T"
"K317800","F","T","T","T","T","T","T","F","T","F","F","T"
"K318480","F","F","F","F","T","T","T","F","F","F","F","T"
"K320110","F","F","F","F","T","T","T","F","F","F","F","T"
"K321630","F","F","F","F","T","T","T","F","F","F","F","T"
"K321760","F","F","F","F","T","T","T","F","F","F","F","T"
"K322070","F","F","F","F","F","T","F","F","F","F","F","T"
"K322110","F","F","F","F","T","T","T","F","F","F","F","T"
"K322920","F","F","F","F","T","T","T","F","F","F","F","T"
"K323370","F","F","F","F","T","T","T","F","F","F","F","T"
"K326680","F","T","F","F","T","T","T","F","F","F","F","T"
"K326800","F","F","F","F","T","T","T","F","F","F","F","T"
"K327750","F","F","F","F","T","T","T","F","F","F","F","T"
"K327850","F","F","F","F","T","T","T","F","F","F","F","T"
"K328460","F","F","F","F","T","T","T","F","F","F","F","T"
"K260270","F","F","F","F","F","F","F","F","F","F","F","T"
"K330000","F","F","T","T","T","T","T","F","F","F","F","T"
"K331240","F","F","F","F","T","T","T","F","F","F","F","T"
"K331550","F","F","F","F","T","T","T","T","T","F","F","T"
"K332290","F","F","F","F","T","F","T","F","F","F","F","T"
"K332700","F","F","F","F","T","T","T","F","F","F","F","T"
"K332970","F","F","F","F","T","T","T","F","F","F","F","T"
"K335050","F","F","F","F","T","T","F","F","F","F","F","T"
"K335190","F","F","F","F","T","T","T","F","T","F","F","T"
"K335300","F","F","F","F","T","T","T","T","T","F","F","T"
"K336090","F","F","F","F","T","T","T","F","F","F","F","T"
"K100140","F","F","F","F","F","F","F","T","F","F","F","T"
"K100870","F","F","F","F","F","F","F","T","F","F","F","T"
"K101240","F","F","F","F","F","F","F","F","F","F","F","T"
"K102030","F","F","F","F","T","F","T","F","F","F","F","T"
"K102300","F","F","F","F","T","F","F","F","F","F","F","T"
"K102470","F","F","F","F","F","F","T","F","F","F","F","T"
"K211540","F","F","F","T","F","F","F","F","F","F","F","T"
"K211810","F","F","T","F","F","F","F","F","F","F","F","T"
"K212200","F","F","F","F","F","F","F","F","F","F","F","T"
"K261460","F","F","F","F","F","F","F","F","F","F","F","T"
"K212990","F","F","F","F","F","F","F","T","F","F","F","T"
"K213120","F","F","F","F","T","T","F","F","F","F","F","T"
"K213740","F","F","F","F","F","F","F","F","F","F","F","T"
"K214220","F","T","F","F","F","F","F","F","F","F","F","T"
"K232840","F","T","F","F","F","F","F","F","F","F","F","T"
"K233630","F","T","F","F","F","F","F","F","F","F","F","T"
"K234610","F","F","F","F","F","F","F","F","F","F","F","T"
"K234690","F","F","F","F","F","F","F","T","F","F","F","T"
"K236130","F","F","F","F","F","F","F","F","F","F","F","T"
"K236810","F","F","F","F","T","F","T","F","F","F","F","T"
"K236980","F","F","F","F","T","F","T","T","F","F","F","T"
"K237900","F","F","T","F","F","F","F","F","F","F","F","T"
"K239040","F","F","F","F","F","T","T","F","F","F","F","T"
"K239460","F","F","F","F","T","F","F","T","F","F","F","T"
"K239870","F","F","F","F","F","F","F","F","F","F","F","T"
"K240090","F","F","F","F","F","F","F","F","F","F","F","T"
"K240420","F","F","F","F","F","T","F","F","F","F","F","T"
"K240550","F","F","F","F","F","F","F","F","F","F","F","T"
"K242240","F","F","F","F","T","F","T","F","F","F","F","T"
"K242360","F","F","F","F","F","F","F","F","F","F","F","T"
"K242880","F","F","F","F","F","F","F","F","F","F","F","T"
"K243310","F","F","F","F","F","F","F","F","F","F","F","T"
"K243640","F","F","T","F","F","F","F","F","F","F","F","T"
"K243730","F","T","F","T","F","F","F","F","F","F","F","T"
"K243820","F","F","F","F","F","F","F","F","F","F","F","T"
"K244940","F","F","F","F","F","F","F","F","F","F","F","T"
"K245500","F","T","F","F","F","F","F","F","F","F","F","T"
"K245750","F","F","F","F","F","F","F","F","F","F","F","T"
"K246860","F","T","F","F","F","F","T","F","F","F","F","T"
"K247210","F","F","F","T","F","F","F","F","F","F","F","T"
"K247430","F","F","F","F","F","F","F","F","F","F","F","T"
"K247680","F","F","F","F","F","F","F","F","F","F","F","T"
"K248630","F","T","F","F","F","F","F","F","T","F","F","T"
"K249650","F","F","F","F","F","F","F","F","F","F","F","T"
"K249860","F","F","F","F","F","F","F","F","F","F","F","T"
"K250610","F","F","F","F","F","F","F","F","F","F","F","T"
"K250830","F","F","F","F","F","F","F","F","F","F","F","T"
"K251390","F","F","F","F","T","F","T","F","F","F","F","T"
"K251820","F","T","F","F","F","F","F","T","F","F","F","T"
"K252010","F","F","F","F","F","F","F","F","F","F","F","T"
"K252350","F","F","F","F","F","T","F","F","F","F","F","T"
"K252470","F","F","F","F","F","F","T","F","F","F","F","T"
"K253260","F","F","F","F","T","F","F","F","F","F","F","T"
"K253400","F","F","F","F","F","F","F","F","F","F","F","T"
"K376970","F","F","F","F","T","T","F","F","F","F","F","T"
"K377480","F","F","F","F","F","F","F","F","F","F","F","T"
"K377550","F","F","T","F","F","F","F","F","F","F","F","T"
"K379170","F","F","F","F","F","F","F","F","F","F","F","T"
"K379770","F","F","F","F","F","F","T","F","F","F","F","T"
"K380310","F","F","F","F","F","T","T","F","F","F","F","T"
"K380720","F","F","F","F","F","F","F","F","F","F","F","T"
"K380830","F","F","F","F","F","F","F","F","F","F","F","T"
"K381310","F","F","F","F","F","F","F","F","F","F","F","T"
"K381940","F","T","T","T","T","T","F","F","F","F","F","T"
"K381990","F","F","F","F","T","F","T","F","T","F","F","T"
"K382410","F","F","F","F","T","T","T","F","T","F","F","T"
"K382930","F","F","F","F","F","T","F","F","F","F","F","T"
"K383410","F","F","F","F","T","F","T","F","F","F","F","T"
"K383820","F","F","F","F","T","F","T","F","F","F","F","T"
"K384450","F","F","F","F","F","T","T","F","F","F","F","T"
"K384510","F","F","F","T","F","F","F","F","F","F","F","T"
"K384550","F","F","F","T","F","F","F","F","F","F","F","T"
"K385590","F","F","F","F","F","F","F","T","F","F","F","T"
"K385700","F","F","F","F","F","F","F","F","F","F","F","T"
"K386590","F","F","F","F","F","F","F","F","F","F","F","T"
"K386780","F","F","T","F","F","F","F","F","F","F","F","T"
"K387260","F","F","F","F","F","T","T","T","T","F","F","T"
"K388330","F","F","F","F","F","F","F","T","F","F","F","T"
"K389340","F","T","F","T","T","T","F","F","F","F","F","T"
"K389500","F","F","F","F","F","T","T","F","F","F","F","T"
"K389870","F","F","F","F","F","T","T","T","F","F","F","T"
"K390200","F","F","F","F","F","F","F","T","F","F","F","T"
"K390400","F","F","F","F","F","F","F","F","F","F","F","T"
"K390610","F","F","F","F","F","F","F","F","F","F","F","T"
"K391130","F","F","F","F","F","F","F","F","F","F","F","T"
"K391470","F","T","F","T","F","T","T","F","F","F","F","T"
"K391810","F","F","F","F","F","F","F","F","F","F","F","T"
"K392040","F","F","F","F","F","F","F","F","F","F","F","T"
"K392140","F","F","F","F","T","F","F","F","T","F","F","T"
"K392260","F","F","F","F","F","F","F","F","F","F","F","T"
"K392980","F","F","F","F","F","F","F","F","F","F","F","T"
"K393170","F","T","F","F","F","F","F","F","F","F","F","T"
"K393730","F","F","F","F","F","F","F","F","F","F","F","T"
"K394320","F","F","F","F","T","F","F","F","F","F","F","T"
"K394480","F","F","F","F","F","F","F","F","F","F","F","T"
"K394750","F","F","F","F","F","F","F","F","F","F","F","T"
"K394920","F","F","F","F","F","F","F","F","F","F","F","T"
"K395540","F","F","F","F","F","F","F","F","F","F","F","T"
"K395900","F","F","F","F","T","F","F","T","T","F","F","T"
"K263520","F","F","F","F","T","T","T","F","F","F","F","T"
"K374990","F","F","T","F","T","F","T","T","T","F","F","T"
"K223920","F","F","T","F","F","T","T","F","F","F","F","T"
"K265200","F","F","F","F","F","F","F","F","F","F","F","T"
"K359820","F","T","T","T","F","F","F","T","T","F","F","T"
"K224700","F","F","F","F","F","F","F","F","F","F","F","T"
"K214760","F","F","F","F","F","F","F","F","T","F","F","T"
"K267400","F","F","F","F","T","T","T","F","F","F","F","T"
"K225650","F","F","F","F","T","T","F","F","F","F","F","T"
"K215340","F","T","F","F","F","F","F","F","F","F","F","T"
"K215430","F","F","F","F","F","F","F","F","T","F","F","T"
"K226770","F","F","T","T","F","F","F","F","F","F","F","T"
"K227790","F","T","F","T","F","F","F","F","F","F","F","T"
"K272490","F","F","F","F","F","F","T","F","F","F","F","T"
"K228130","F","T","T","T","T","F","F","F","F","F","F","T"
"K272700","F","F","F","F","F","F","F","F","F","F","F","T"
"K216230","F","F","F","F","F","F","F","T","F","F","F","T"
"K273990","F","F","F","F","T","T","T","F","F","F","F","T"
"K216770","F","F","F","F","F","T","T","T","F","F","F","T"
"K216840","F","F","F","F","T","F","F","F","F","F","F","T"
"K229680","F","F","F","F","F","F","F","F","F","F","F","T"
"K229760","F","F","F","F","T","T","F","F","F","F","F","T"
"K229920","F","F","T","F","T","F","F","F","F","F","F","T"
"K217310","F","F","F","F","T","T","F","F","F","F","F","T"
